,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
100,41,IN,100/300,500,1463.82,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,Unknown,15860,15860,47580,Saab,92x,2007,N,44,8863
101,27,IL,100/300,1000,1474.17,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,10560,5280,36960,Saab,95,2004,N,44,6772
102,41,IL,250/500,500,1497.35,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,Unknown,2,3,NO,0,3600,25200,Ford,Fusion,2013,N,46,4985
103,33,OH,100/300,1000,1427.14,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,No Collision,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,330,330,2310,Toyota,Highlander,2008,N,44,2884
104,54,OH,500/1000,500,1495.1,MALE,College,other-service,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,Unknown,15580,7790,70110,Chevrolet,Malibu,2014,N,60,469
105,49,IL,100/300,500,1141.62,MALE,College,prof-specialty,kayaking,husband,34300,-24300,Vehicle Theft,No Collision,Minor Damage,,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,480,480,3360,Mercedes,E400,2002,N,45,8237
106,61,OH,500/1000,1000,1125.37,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,Unknown,0,2,YES,6650,19950,53200,Saab,95,2000,Y,60,8864
107,28,IN,500/1000,2000,1207.36,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,Unknown,7420,14840,51940,Volkswagen,Passat,1997,N,43,8464
108,47,IL,500/1000,2000,1338.5,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,Unknown,0,0,Unknown,10860,10860,48870,Saab,93,2000,Y,61,5927
109,31,IN,500/1000,1000,1074.07,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,5540,11080,44320,Nissan,Ultima,2006,Y,45,2041
110,42,OH,250/500,500,1337.56,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,Unknown,1,2,YES,7470,14940,52290,Dodge,RAM,2010,N,60,2192
111,60,IN,100/300,500,1298.91,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,Unknown,14000,7000,49000,Ford,F150,2015,Y,45,4312
112,41,IL,500/1000,500,1222.75,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,Unknown,2,0,NO,14740,14740,51590,BMW,X5,2001,N,43,819
113,32,IN,100/300,1000,1059.52,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,Unknown,1,1,Unknown,14430,9620,33670,Saab,93,2007,N,45,5414
114,51,OH,250/500,2000,1124.38,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,No Collision,Minor Damage,,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,1180,1180,4720,Ford,F150,2001,N,61,5627
115,46,IN,100/300,1000,1110.37,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,Unknown,4770,9540,33390,Accura,MDX,1997,Y,45,5800
116,31,IL,500/1000,2000,1374.22,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,9320,9320,32620,Suburu,Legacy,2002,N,47,8779
117,41,OH,500/1000,2000,1103.58,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,Unknown,2,2,NO,6400,12800,51200,Toyota,Highlander,2011,Y,47,7837
118,38,IL,250/500,2000,1269.76,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,18000,9000,63000,Ford,Fusion,2015,N,46,6287
119,39,OH,250/500,500,964.79,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,Unknown,0,1,Unknown,13240,6620,52960,BMW,3 Series,2010,N,46,5053
120,41,IL,500/1000,2000,1167.3,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,Unknown,13860,13860,41580,Volkswagen,Passat,2000,N,61,775
121,36,IL,500/1000,500,1625.45,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,12760,12760,51040,Ford,Fusion,2008,Y,60,2010
122,38,IL,250/500,500,1394.43,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,Unknown,0,1,YES,0,6160,49280,Nissan,Maxima,1999,Y,60,6189
123,25,OH,250/500,2000,1053.24,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,8570,17140,51420,Accura,MDX,1995,N,60,2489
124,35,IL,100/300,500,1040.75,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,Unknown,7000,7000,28000,BMW,X5,2011,N,44,6741
125,39,IN,250/500,1000,1302.4,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,3300,9900,23100,Ford,Escape,2013,N,60,205
126,38,IL,100/300,2000,1588.55,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,Unknown,5760,5760,28800,Suburu,Impreza,2001,N,43,8096
127,32,IN,500/1000,500,1399.26,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,No Collision,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,Unknown,2,0,Unknown,330,660,2970,BMW,M5,1998,N,61,979
128,43,OH,100/300,2000,1352.31,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,10640,10640,42560,BMW,X5,2006,Y,46,5017
129,28,IL,250/500,1000,1139.0,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,Unknown,1,2,Unknown,4970,4970,34790,Saab,92x,2000,Y,61,1215
130,45,IN,250/500,1000,1397.67,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,14120,14120,56480,Ford,Escape,1999,N,60,1287
131,39,IN,250/500,500,823.17,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,Unknown,2,2,NO,6150,12300,43050,Dodge,RAM,2012,N,45,3498
132,27,OH,100/300,500,965.13,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,Unknown,0,1,Unknown,8500,8500,34000,Nissan,Pathfinder,2013,N,45,3414
133,33,IL,500/1000,1000,1922.84,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,Unknown,2,1,NO,4680,9360,32760,Jeep,Wrangler,2002,N,43,6945
134,32,OH,250/500,2000,1624.82,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,Unknown,1,1,Unknown,17360,8680,52080,BMW,3 Series,2006,N,45,3420
135,34,IN,250/500,2000,1277.25,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,Unknown,13840,6920,48440,Volkswagen,Passat,1996,Y,60,6544
136,40,IL,100/300,1000,1439.34,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,No Collision,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,Unknown,0,0,NO,410,410,2870,Ford,Escape,2015,N,44,1696
137,28,IL,250/500,1000,1281.27,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,Unknown,6550,6550,52400,BMW,X5,2010,N,44,2161
138,46,IL,500/1000,500,1348.83,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,Unknown,1,2,YES,13840,6920,55360,Toyota,Camry,1999,N,47,572
139,32,IL,250/500,1000,1198.15,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,12260,12260,49040,BMW,X5,1995,N,44,8295
140,35,OH,100/300,2000,1221.22,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,Unknown,9460,4730,37840,Mercedes,E400,2008,N,45,6163
141,41,IL,500/1000,2000,968.74,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,No Collision,Trivial Damage,,SC,Northbrook,5532 Weaver Ridge,9,1,Unknown,2,3,Unknown,470,940,3760,Suburu,Forrestor,2001,N,47,3948
142,34,IN,250/500,1000,1220.71,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,Parked Car,No Collision,Minor Damage,,SC,Northbend,9101 2nd Hwy,5,1,Unknown,2,1,YES,1890,1260,5040,Chevrolet,Silverado,2013,N,60,3193
143,29,IN,250/500,2000,1238.62,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,Unknown,2,3,Unknown,7080,14160,49560,Accura,MDX,2012,Y,46,7556
144,31,IL,500/1000,2000,1320.75,FEMALE,JD,farming-fishing,video-games,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,Unknown,0,3,YES,5070,5070,35490,Accura,MDX,2011,N,44,6198
145,58,OH,100/300,500,990.98,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,Unknown,7640,15280,76400,Accura,TL,2002,Y,46,5191
146,41,IL,500/1000,500,1398.51,MALE,Masters,tech-support,polo,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,Unknown,2,0,NO,12800,6400,44800,BMW,X6,1996,Y,47,3752
147,38,OH,100/300,500,1355.08,FEMALE,MD,other-service,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,Unknown,1,1,Unknown,4730,4730,37840,Nissan,Pathfinder,2014,N,61,1898
148,27,IL,100/300,1000,1384.51,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,Unknown,8960,8960,53760,Volkswagen,Jetta,2007,Y,47,6724
149,41,OH,250/500,500,847.03,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,Unknown,1,0,YES,17280,17280,77760,Suburu,Impreza,2011,Y,43,7147
150,32,OH,100/300,1000,1000.06,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,Unknown,1,0,Unknown,7520,15040,60160,Audi,A3,2014,N,44,4962
151,45,IL,100/300,1000,1046.71,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,Unknown,2,1,Unknown,10680,5340,32040,Mercedes,C300,2009,N,61,4527
152,32,IN,250/500,500,1158.03,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,9780,9780,44010,Volkswagen,Jetta,2006,Y,43,6387
153,54,OH,100/300,1000,1372.27,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,Unknown,10540,10540,42160,Suburu,Forrestor,1997,N,43,7363
154,33,OH,100/300,1000,1053.04,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,NO,1,3,Unknown,9040,9040,36160,Saab,93,2013,Y,61,976
155,50,OH,100/300,1000,1275.39,MALE,Associate,sales,bungie-jumping,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,0,0,37280,Audi,A5,1996,Y,46,2916
156,61,OH,100/300,2000,1402.75,MALE,JD,exec-managerial,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,Unknown,2,1,YES,7210,14420,50470,Jeep,Wrangler,2006,N,44,3523
157,59,IN,250/500,500,1344.36,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,Parked Car,No Collision,Minor Damage,,WV,Northbend,6375 2nd Lane,8,1,Unknown,2,3,NO,1300,650,4550,Saab,92x,2013,N,47,5609
158,38,IN,100/300,1000,1197.71,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,Unknown,2,0,Unknown,13040,13040,52160,Suburu,Legacy,2013,N,47,3198
159,29,OH,100/300,500,1203.24,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,Vehicle Theft,No Collision,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,Unknown,2,0,Unknown,1240,620,4340,Honda,Accord,1999,N,60,1743
160,36,IN,500/1000,1000,1152.4,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,Parked Car,No Collision,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,YES,2,3,Unknown,560,1680,3920,Mercedes,E400,2014,N,61,8111
161,48,IN,500/1000,2000,1142.62,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,Unknown,2,0,Unknown,11700,11700,52650,Chevrolet,Silverado,1997,N,47,5655
162,48,OH,500/1000,1000,1332.07,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,NO,2,1,YES,13240,13240,59580,Volkswagen,Passat,2002,N,60,8376
163,30,OH,500/1000,1000,1166.54,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,YES,2,0,NO,10790,21580,75530,Dodge,Neon,1997,Y,47,4513
164,34,IL,250/500,500,1495.06,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,NO,2,0,YES,18180,18180,63630,Mercedes,E400,2011,N,45,4169
165,29,IN,500/1000,1000,1337.92,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,11160,5580,44640,Suburu,Legacy,2012,N,44,2638
166,28,OH,250/500,2000,1587.96,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,Unknown,2,1,YES,12960,12960,45360,Audi,A5,2012,Y,60,4590
167,45,IL,500/1000,1000,1362.29,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,NO,0,0,NO,12800,6400,44800,Saab,95,1999,N,44,8274
168,46,IL,250/500,500,1448.84,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,No Collision,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,Unknown,0,1,NO,660,660,4620,Toyota,Highlander,2015,N,43,3616
169,37,IN,250/500,2000,1241.97,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,No Collision,Minor Damage,,NY,Hillsdale,8749 Tree St,18,1,NO,1,0,NO,670,670,5360,Jeep,Wrangler,2011,N,43,2486
170,42,IL,250/500,500,1124.6,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,Unknown,11940,7960,31840,Jeep,Wrangler,2006,N,61,5731
171,28,OH,250/500,2000,1079.92,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,Unknown,0,1,YES,6700,6700,40200,Volkswagen,Jetta,2007,Y,43,826
172,29,IL,250/500,1000,1447.78,MALE,College,protective-serv,board-games,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,YES,1,0,Unknown,4990,4990,34930,Dodge,Neon,2001,N,46,8016
173,31,IN,250/500,500,1229.16,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,Unknown,0,2,YES,11100,7400,29600,Volkswagen,Jetta,2014,N,60,4395
174,44,IL,100/300,1000,1226.49,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,Vehicle Theft,No Collision,Trivial Damage,,WV,Riverwood,5904 1st Drive,3,1,NO,0,1,NO,610,1220,4270,Ford,Fusion,2002,N,46,8940
175,46,IN,100/300,2000,897.89,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,Unknown,1,0,YES,15920,15920,47760,Jeep,Wrangler,2011,N,61,1782
176,34,IN,100/300,500,1706.79,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,8560,8560,59920,Honda,Civic,1998,N,46,8868
177,45,IL,250/500,1000,1254.18,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,Unknown,11380,11380,39830,Volkswagen,Jetta,2003,N,45,3495
178,40,IN,500/1000,500,885.08,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,YES,0,1,NO,13100,13100,58950,Chevrolet,Malibu,1998,N,45,4893
179,39,IL,100/300,500,1046.58,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,No Collision,Trivial Damage,,NY,Hillsdale,6193 1st Hwy,1,1,Unknown,2,1,NO,450,900,3600,Chevrolet,Silverado,2010,N,43,1478
180,36,OH,500/1000,2000,1712.68,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,Unknown,2,0,YES,10220,5110,35770,Audi,A3,2006,N,61,4176
181,54,IL,500/1000,2000,1097.71,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,Unknown,16800,16800,67200,Dodge,Neon,1997,N,60,6289
182,27,IN,250/500,500,1363.77,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,16540,16540,57890,Accura,RSX,2009,N,60,2204
183,26,OH,100/300,500,1382.88,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,Unknown,1,1,YES,14880,7440,59520,Chevrolet,Malibu,2011,Y,43,5936
184,46,OH,100/300,1000,1141.35,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,Unknown,0,2,NO,5490,5490,43920,Mercedes,C300,2013,N,47,7987
185,35,OH,500/1000,500,1054.83,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,8060,16120,64480,Mercedes,C300,2007,Y,44,6807
186,34,IL,100/300,2000,1057.77,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,Unknown,1,1,NO,2250,2250,13500,Audi,A3,2009,N,47,754
187,39,IN,250/500,2000,1488.02,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,Vehicle Theft,No Collision,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,1,YES,1,3,YES,1100,550,3850,Chevrolet,Tahoe,2010,N,60,3003
188,25,IN,100/300,500,920.3,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,Unknown,1,0,Unknown,13440,6720,53760,Honda,Civic,2003,Y,46,363
189,28,OH,500/1000,1000,986.53,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,18520,18520,64820,Honda,CRV,2007,N,47,2649
190,57,OH,250/500,2000,1440.68,MALE,Associate,tech-support,movies,own-child,25000,0,Parked Car,No Collision,Minor Damage,,SC,Riverwood,1845 Best St,8,1,YES,0,1,YES,980,980,3430,Volkswagen,Passat,2008,N,44,5777
